3061a1	coepio	v#v-w575_MPf2_MP	coepio-01	v#00345761			
3061a3	postulo	v#v-w768_MPf4_MP	postulo-01	v#00752764			
SlaT-3061-n1	existimo	v#v-w591_MPf3_MP	existimo-01	v#00631737			
SlaT-3061-n16	opus	v#v-w1019_MPf1_MP					I would not use the nominal frame, but either an abstract predicate (so far not existing) or an equivalent of smth like want-01, verbal. dato però che need-01 (opus-est-01) in latino non sembra esistere, per coerenza questo potrebbe essere opus-est-02. want, plan to.
SlaT-3061-n7	sum	v#v-w2_MPf115_MP	exist-91				
SlaT-3061-n18	perdo	v#v-w533_MPf2_MP	perdo-02	v#01564144			
SlaT-3061-n20	servo	v#v-w580_MPf3_MP	seruo-03/seruo-04/seruo-12/seruo-19/seruo-25	v#01128193/v#01129337/v#02280132/v#02550868/v#02733122			
SlaT-3062-n3	addo	v#v-w443_MPf21_MP	addo-NEW-16	v#01027174	state or say further		
SlaT-3062-n7	obstrepo	v#v-w1293_MPf1_MP	obstrepo-03	v#00910135			
SlaT-3062-n9	voco	v#v-w23_MPf3_MP	uoco-NEW-13	v#01030132	assign a name or title to		
SlaT-3063-n1	inquio	v#v-w194_MPf3_MP	inquam-02	v#01009240			different lemma
SlaT-3063-n5	ago	v#v-w250_MPf18_MP	ago-12	v#01939553			
SlaT-3063-n8	circumvenio	v#v-w838_MPf3_MP	circumenio-04	v#01126700			
3064a1	inquio	v#v-w194_MPf3_MP	inquam-02	v#01009240			
SlaT-3064-n1	restinguo	v#v-w1294_MPf1_MP	restinguo-11	v#02761897			
SlaT-3065-n1	proripio	v#v-w1295_MPf1_MP	proripio-01	v#00459498			
SlaT-3066-n1	proficiscor	v#v-w645_MPf11_MP	proficiscor-03	v#01835496			
SlaT-3066-n4	volvo	v#v-w798_MPf2_MP	uoluo-02	v#00630380			
SlaT-3066-n10	procedo	v#v-w85_MPf34_MP	procedo-02	v#00248659			
SlaT-3066-n14	intelligo	v#v-w117_MPf26_MP	intellego-03	v#00592341			
SlaT-3066-n15	munio	v#v-w874_MPf3_MP	munio-03	v#01128193			
SlaT-3066-n18	vigilia	v#v-w1103_MPf4_MP	uigilo-02	v#02151966			
SlaT-3066-n19	credo	v#v-w146_MPf28_MP	credo-01	v#00631737			
SlaT-3066-n21	facio	v#v-w76_MPf30_MP	facio-23	v#01712704			
SlaT-3066-n23	augeo	v#v-w395_MPf9_MP	augeo-13/augeo-17/augeo-19/augeo-23	v#00229605/v#00263904/ v#00434077/v#00555084			
SlaT-3066-n25	antecapio	v#v-w1194_MPf2_MP	antecapio-01	v#00720808			
SlaT-3066-n27	scribo	v#v-w603_MPf6_MP	scribo-13	v#02471327			
SlaT-3066-n30	sum	v#v-w2_MPf226_MP	doppio dativo?				
SlaT-3066-n32	usus	v#v-w62_MPf8_MP					
SlaT-3067-n2	mando	v#v-w788_MPf3_MP	mando-01/mando-02	v#00746718/v#00747135			
SlaT-3067-n8	cognosco	v#v-w118_MPf24_MP	cognosco-02	v#00594337			
SlaT-3067-n12	possum	v#v-w197_MPf4_MP					
SlaT-3067-n16	confirmo	v#v-w206_MPf12_MP	confirmo-03	v#00220869			
SlaT-3067-n19	maturo	v#v-w1044_MPf4_MP	maturo-01	v#00249969			
SlaT-3067-n22	paro	v#v-w572_MPf10_MP	paro-01	v#00406243			
3068a1	mando	v#v-w788_MPf4_MP	mando-01/mando-02	v#00746718/v#00747135			
SlaT-3068-n1	accedo	v#v-w75_MPf6_MP	accedo-04/accedo-08	v#01843497/v#02053941			
SlaT-3069-n1	mitto	v#v-w228_MPf34_MP	mitto-18	v#01955127			
SlaT-3069-n2	gero	v#v-w570_MPf11_MP	gero-15	v#02445509			
SlaT-3070-n2	testor	v#v-w32_MPf6_MP	testor-06	v#01024864 			
SlaT-3070-n9	capio	v#v-w106_MPf11_MP	capio-19	v#01216670			
3070a5	capio	v#v-w106_MPf11_MP	capio-19	v#01216670			
SlaT-3070-n16	facio	v#v-w76_MPf24_MP	facio-25	v#01752884			
SlaT-3070-n19	sum	v#v-w2_MPf118_MP	have-mod-91				
SlaT-3070-n22	tueor	v#v-w653_MPf5_MP	tueor-06/tueor-07/tueor-14	v#01128193/v#01129337/v#02280132			tutus safe
3070a6	sum	v#v-w2_MPf111_MP	have-mod-91				
SlaT-3070-n27	egeo	v#v-w1109_MPf2_MP	egeo-01	v#01188725			
SlaT-3070-n31	faenerator	v#v-w1296_MPf1_MP	faeneror-NEW-01		lend money at an exorbitant rate of interest		
SlaT-3070-n35	sum	v#v-w2_MPf99_MP	have-mod-91				
SlaT-3070-n37	expers	v#v-w1297_MPf1_MP					
SlaT-3071-n8	utor	v#v-w28_MPf8_MP	utor-10	v#0256133		PAT in ablative	
SlaT-3071-n13	habeo	v#v-w73_MPf15_MP	have-91				
SlaT-3071-n11	amitto	v#v-w596_MPf3_MP	amitto-12	v#02287789			
SlaT-3071-n15	liber^solutus	v#v-w1135_MPf4_MP					
SlaT-3072-n1	sum	v#v-w2_MPf96_MP	have-mod-91				
SlaT-3072-n5	faenerator	v#v-w1296_MPf1_MP	faeneror-NEW-01		lend money at an exorbitant rate of interest		
SlaT-3073-n3	opitulor	v#v-w1298_MPf1_MP	opitulor-01	v#00082563			
SlaT-3073-n6	misereor	v#v-w1299_MPf1_MP	misereo-01	v#01821996			
SlaT-3073-n13	solvo	v#v-w199_MPf4_MP	soluo-25/soluo-26/soluo-27	v#02252931/v#02253154/v#02254258			
SlaT-3073-n15	memoria	v#v-w1107_MPf4_MP					
SlaT-3073-n19	alienus	v#v-w1336_MPf3_MP					
SlaT-3073-n20	volo^velle	v#v-w383_MPf2_MP	uolo-05	v#00797697			
SlaT-3074-n1	secedo	v#v-w1234_MPf5_MP	secedo-06	v#02535457			
SlaT-3074-n6	permoveo	v#v-w1279_MPf1_MP	permoueo-03	v#01762528			does not match with same frame elsewhere
SlaT-3074-n8	studium	v#v-w59_MPf9_MP					
SlaT-3074-n9	dominor	v#v-w1113_MPf3_MP	dominor-01	v#02442106			
SlaT-3074-n12	armo	v#v-w865_MPf3_MP	armo-06	v#01088381			
SlaT-3075-n3	peto	v#v-w564_MPf10_MP	peto-03	v#00752493			
SlaT-3075-n10	sum	v#v-w2_MPf225_MP	have-mod-91				
SlaT-3075-n11	causa	v#v-w258_MPf7_MP					manca in latino un verbo per cause, sarebbe causa-esse. efficio/infero non sembrano appropriati. causa-esse potrebbe essere formato, è abbastanza frequente - ma non ce n'è in realtà bisogno. basta usare UMR abstract predicate have-cause-91 and reverse the structure of the sentence.
SlaT-3075-n16	certamen	v#v-w1108_MPf4_MP					perchè certamen è predicate, bellum no? need of consistency
SlaT-3075-n20	amitto	v#v-w596_MPf4_MP	amitto-12	v#02287789			
3075a1	amitto	v#v-w596_MPf4_MP	amitto-12	v#02287789			
SlaT-3076-n1	obtestor	v#v-w1300_MPf1_MP	obtestor-01	v#00759269			
SlaT-3076-n6	consulo	v#v-w630_MPf5_MP	consulo-NEW-14	v#02549847	have care or look after		
SlaT-3076-n9	restituo	v#v-w855_MPf2_MP	restituo-08	v#02426799			
SlaT-3076-n12	eripio	v#v-w588_MPf10_MP	eripio-04	v#00571596			
SlaT-3076-n16	impono	v#v-w369_MPf7_MP	impono-04	v#00748282			
SlaT-3076-n18	necessitudo	v#v-w1224_MPf1_MP					
SlaT-3076-n20	quaero	v#v-w482_MPf13_MP	quaero-15	v#02153709			
SlaT-3076-n21	pereo	v#v-w578_MPf2_MP	pereo-02	v#00358431			
SlaT-3076-n25	ulciscor	v#v-w892_MPf2_MP	ulciscor-01	v#01153486			
SlaT-3077-n1	respondeo	v#v-w342_MPf11_MP	respondeo-02	v#00815686			PAT missing in V2
SlaT-3077-n7	peto	v#v-w564_MPf6_MP	peto-04	v#00753734			
SlaT-3077-n10	discedo	v#v-w641_MPf3_MP	discedo-NEW-12		lay down one's arms		def not from WN. Idiomatic expression.
SlaT-3077-n12	proficiscor	v#v-w645_MPf12_MP	proficiscor-04	v#01848718			
3078a1	respondeo	v#v-w342_MPf12_MP	respondeo-02	v#00815686			
SlaT-3078-n1	sum	v#v-w2_MPf225_MP	have-mod-91				
SlaT-3078-n10	peto	v#v-w564_MPf7_MP	peto-03	v#00752493			
SlaT-3078-n15	auxilium	v#v-w1110_MPf7_MP	auxilior-03	v#02547586			
SlaT-3079-n2	mitto	v#v-w228_MPf17_MP	mitto-06	v#01031256			
SlaT-3080-n3	circumvenio	v#v-w838_MPf3_MP	circumenio-04	v#01126700			
SlaT-3080-n7	resisto	v#v-w725_MPf2_MP	resisto-04	v#02706816			
SlaT-3080-n10	cedo	v#v-w583_MPf4_MP	cedo-24	v#02235229			does not match with same frame elsewhere
SlaT-3080-n12	proficiscor	v#v-w645_MPf13_MP	proficiscor-04	v#01848718			
SlaT-3080-n16	sum	v#v-w2_MPf115_MP	have-mod-91				
SlaT-3080-n19	conscius	v#v-w1301_MPf1_MP					
SlaT-3080-n23	sum	v#v-w2_MPf118_MP	have-mod-91				
SlaT-3080-n27	orior	v#v-w612_MPf3_MP	orior-10	v#02625786			
SlaT-3080-n28	contentio	v#v-w1302_MPf1_MP	contendo-11	v#01090335			
SlaT-3080-n30	seditio	v#v-w1303_MPf1_MP	surgo-15	v#02583139 			verb sed- something does not exist. Could have been insurgo-NEW-01, but surgo was already available.
SlaT-3081-n1	recito	v#v-w1280_MPf1_MP	recito-02	v#01051364			
SlaT-3081-n3	diversus	v#v-w323_MPf3_MP					
SlaT-3081-n5	longus	v#v-w1402_MPf3_MP					
SlaT-3081-n6	dico	v#v-w9_MPf42_MP	dico2-21	v#01016002			
SlaT-3081-n7	reddo	v#v-w358_MPf6_MP	reddo-08	v#01438304			
SlaT-3082-n1	scribo	v#v-w603_MPf6_MP	scribo-03	v#01000214			
SlaT-3084-n1	tribuo	v#v-w416_MPf3_MP	tribuo-03/tribuo-07/tribuo-08	v#00748972/v#02255268/v#02255462			
SlaT-3084-n6	cognosco	v#v-w118_MPf21_MP	cognosco-06	v#00598954			
SlaT-3084-n14	commendatio	v#v-w1304_MPf2_MP	commendo2-08	v#02356230			
SlaT-3085-n1	statuo	v#v-w624_MPf3_MP	statuo-04	v#00697589			
SlaT-3085-n5	paro	v#v-w572_MPf10_MP	paro-06	v#00735571			does not match with same frame elsewhere
SlaT-3085-n6	defensio	v#v-w1049_MPf1_MP	defendo-05	v#00895304			
SlaT-3085-n7	consilium	v#v-w316_MPf1_MP	decido-02	v#00697589			consilium-08 as in consilium-esse > decido-02
SlaT-3086-n1	decerno	v#v-w635_MPf9_MP	decerno-02	v#00697589			does not match with same frame elsewhere (is the other one correct?)
SlaT-3086-n2	propono	v#v-w68_MPf29_MP	propono-06	v#01009240			
SlaT-3086-n11	conscientia	v#v-w1145_MPf4_MP	conscio-01	v#00594621			
SlaT-3086-n8	cognosco	v#v-w118_MPf36_MP	cognosco-03/cognosco-08	v#00594621/v#00728617			
SlaT-3087-n1	suscipio	v#v-w763_MPf2_MP	suscipio-14	v#02346724			
SlaT-3087-n2	concito	v#v-w866_MPf3_MP	concito2-05	v#00851239			
SlaT-3087-n6	obtineo	v#v-w5_MPf7_MP	obtineo-NEW-01	v#02210855	come into the possession of something concrete or abstract		
SlaT-3087-n7	privo	v#v-w1305_MPf1_MP	priuo-07	v#02321391			
SlaT-3087-n17	causa	v#v-w258_MPf7_MP	causa-NEW-21	n#09178999	aim or principle which a group of people supports or is fighting for		
SlaT-3087-n25	solvo	v#v-w199_MPf6_MP	soluo-25/soluo-26/soluo-27	v#02252931/v#02253154/v#02254258			
SlaT-3087-n27	alienus	v#v-w1336_MPf3_MP					
SlaT-3087-n32	persolvo	v#v-w1306_MPf1_MP	persoluo-02	v#02253154			
SlaT-3087-n34	alienus	v#v-w1336_MPf3_MP					
SlaT-3087-n42	video	v#v-w16_MPf63_MP	uideo-08	v#02128873			
SlaT-3087-n44	dignus	v#v-w1361_MPf4_MP					
SlaT-3087-n46	honesto	v#v-w1307_MPf1_MP	honesto-03	v#02546876			
SlaT-3087-n48	sentio	v#v-w574_MPf4_MP	sentio-21	v#02118476			
SlaT-3087-n49	alieno	v#v-w1308_MPf1_MP	alieno-16	v#02597246			
SlaT-3088-n1	sequor	v#v-w109_MPf22_MP	sequor-01	v#00150776			
SlaT-3088-n9	conservo	v#v-w1057_MPf3_MP	conseruo-06	v#02679899			
SlaT-3089-n1	nuntio	v#v-w682_MPf6_MP	nuntio-05	v#00873682			
SlaT-3089-n2	scribo	v#v-w603_MPf9_MP	scribo-06	v#01031966			
SlaT-3089-n4	paro	v#v-w572_MPf10_MP	paro-01	v#00406243			does not match with same frame elsewhere (is the other one correct?)
SlaT-3090-n4	commendo	v#v-w1309_MPf1_MP	commendo2-08	v#02356230			
SlaT-3090-n7	trado	v#v-w148_MPf9_MP	trado-10	v#02349212 			
SlaT-3091-n1	rogo	v#v-w625_MPf6_MP	rogo-01	v#00752493			
SlaT-3091-n2	defendo	v#v-w620_MPf6_MP	defendo-09/defendo-21	v#01128193/v#02733122			
SlaT-3092-n1	haveo	v#v-w1407_MPf1_MP	aueo2-01	v#00065495 			
SlaT-3093-n2	contendo	v#v-w684_MPf8_MP	contendo-18	v#02058994			
SlaT-3093-n4	commoror	v#v-w1310_MPf1_MP	commoror-07	v#02727462			
SlaT-3093-n12	exorno	v#v-w1311_MPf1_MP	exorno-07	v#02339413			
SlaT-3093-n14	sollicito	v#v-w1031_MPf6_MP	sollicito-05	v#00851239			
SlaT-3094-n2	comperio	v#v-w816_MPf2_MP	comperio-02	v#00598954			comperio-NEW-09 (discover with certainty) applies specifically to habere compertum.
SlaT-3094-n6	iudico	v#v-w456_MPf5_MP	iudico-10	v#00822367			
SlaT-3094-n11	statuo	v#v-w624_MPf4_MP	statuo-06	v#00699815			
SlaT-3094-n17	discedo	v#v-w641_MPf3_MP	discedo-11	v#02680814			
SlaT-3094-n20	condemno	v#v-w1312_MPf1_MP	condemno-05	v#00906367			
SlaT-3095-n1	decerno	v#v-w635_MPf8_MP	decerno-11	v#01027508			
SlaT-3095-n4	habeo	v#v-w73_MPf16_MP	habeo-15	v#02445509			
SlaT-3095-n7	maturo	v#v-w1044_MPf1_MP	maturo-NEW-04	v#01644522	cause to occur rapidly		
SlaT-3095-n9	persequor	v#v-w825_MPf3_MP	persequor-06	v#02000868			
SlaT-3095-n12	sum	v#v-w2_MPf227_MP	doppio dativo?				
SlaT-3096-n1	video	v#v-w16_MPf36_MP	uideo-10	v#02133435		passive	
SlaT-3097-n1	sum	v#v-w2_MPf115_MP	exist-91				
SlaT-3097-n3	pareo	v#v-w714_MPf6_MP	pareo-06	v#02542280			
SlaT-3097-n5	occasus	v#v-w1313_MPf1_MP	occido-NEW-01	v#01970646	disappear beyond the horizon		
SlaT-3097-n6	ortus	v#v-w1314_MPf1_MP	orior-05	v#01970348			
SlaT-3097-n9	domo	v#v-w778_MPf5_MP	domo-04	v#00579712			
SlaT-3097-n11	affluo	v#v-w1315_MPf1_MP	affluo-01	v#01524523			
SlaT-3097-n16	puto	v#v-w145_MPf12_MP	puto-09	v#00689344			
SlaT-3097-n22	eo	v#v-w470_MPf5_MP	eo-01	v#00149583			
SlaT-3097-n30	obstino	v#v-w1316_MPf2_MP	obstino-01	v#00350461			
SlaT-3097-n32	perdo	v#v-w533_MPf3_MP	perdo-02	v#01564144			
SlaT-3098-n10	induco	v#v-w221_MPf19_MP	induco-06/induco-07	v#00770437/v#00771632			
SlaT-3098-n8	patefacio	v#v-w246_MPf3_MP	patefacio-02	v#00933821			
SlaT-3098-n12	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882			
SlaT-3098-n17	discedo	v#v-w641_MPf10_MP	discedo-10	v#02584097			
SlaT-3099-n1	invado	v#v-w733_MPf6_MP	inuado2-05	v#02019716			
SlaT-3100-n3	sum	v#v-w2_MPf104_MP	belong-91				
SlaT-3100-n11	alienus	v#v-w1336_MPf3_MP					
SlaT-3100-n7	sum	v#v-w2_MPf99_MP	have-mod-91				
SlaT-3100-n9	conscius	v#v-w264_MPf2_MP					
SlaT-3100-n10	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882			
SlaT-3100-n13	probo	v#v-w114_MPf20_MP	probo-04	v#00673983			
SlaT-3100-n17	studium	v#v-w59_MPf8_MP	studium-03	n#04945057			
SlaT-3100-n20	incipio	v#v-w121_MPf22_MP	incipio-02	v#00348746			
SlaT-3101-n1	video	v#v-w16_MPf40_MP	uideo-11	v#02134672		passive	
SlaT-3101-n2	facio	v#v-w76_MPf13_MP	facio-23	v#01712704			
SlaT-3102-n9	invideo	v#v-w889_MPf2_MP	inuideo-02	v#01827619			
SlaT-3102-n5	sum	v#v-w2_MPf113_MP	belong-91				
SlaT-3102-n11	extollo	v#v-w830_MPf6_MP	extollo-11	v#00860620			
SlaT-3102-n13	odi	v#v-w736_MPf2_MP	odi-01	v#01774136 			
SlaT-3102-n15	exopto	v#v-w1167_MPf2_MP	exopto-01	v#01828405			
SlaT-3102-n17	studeo	v#v-w1034_MPf3_MP	studeo-NEW-07	v#01828405	desire strongly or persistently		
SlaT-3102-n18	odium	v#v-w1317_MPf1_MP	odi-01	v#01774136 			
SlaT-3102-n21	muto	v#v-w244_MPf5_MP	muto-04	v#00126264			
SlaT-3102-n23	alo	v#v-w708_MPf3_MP	alo-09	v#01181166			
SlaT-3102-n26	seditio	v#v-w1303_MPf1_MP	surgo-15	v#02583139 			verb sed- something does not exist. Could have been insurgo-NEW-01, but surgo was already available.
SlaT-3102-n27	cura	v#v-w314_MPf1_MP					
SlaT-3102-n28	habeo	v#v-w73_MPf19_MP	have-91				
SlaT-3103-n2	sum	v#v-w2_MPf242_MP	have-mod-91				
SlaT-3103-n9	causa	v#v-w258_MPf3_MP					
SlaT-3104-n1	confluo	v#v-w1318_MPf1_MP	confluo-01	v#02025009			
SlaT-3104-n6	praesto	v#v-w581_MPf9_MP	praesto2-06	v#02673965		PAT must be in dative	EFF in V2 is wrong (Eleonora said) - corrected into DIFF
SlaT-3104-n15	amitto	v#v-w596_MPf3_MP	amitto-12	v#02287789			
SlaT-3104-n20	expello	v#v-w529_MPf6_MP	expello-13	v#02501738			
3104a3	confluo	v#v-w1318_MPf3_MP	confluo-01	v#02025009			
SlaT-3105-n1	spero	v#v-w222_MPf4_MP	spero-08	v#01826723			
SlaT-3105-n5	memor	v#v-w1222_MPf1_MP	memoro-01	v#00607780			
SlaT-3105-n8	video	v#v-w16_MPf64_MP	uideo-08	v#02128873			
3105a1	video	v#v-w16_MPf64_MP	uideo-08	v#02128873			
SlaT-3105-n16	ago	v#v-w250_MPf16_MP	ago-26	v#02708420			
SlaT-3105-n20	cultus	v#v-w958_MPf3_MP					
SlaT-3105-n24	sum	v#v-w2_MPf113_MP	have-mod-91				
SlaT-3106-n1	praefero	v#v-w758_MPf2_MP					
SlaT-3106-n4	tolero	v#v-w782_MPf3_MP	tolero-04	v#01184625			
SlaT-3106-n10	excio	v#v-w1212_MPf1_MP	excio-NEW-07	v#01762528	cause to be agitated, excited, or roused		
SlaT-3107-n1	alo	v#v-w708_MPf4_MP	alo-09	v#01181166			
SlaT-3108-n4	miror	v#v-w1178_MPf2_MP	miror-02	v#00925735			
SlaT-3108-n5	consulo	v#v-w630_MPf6_MP	consulo-NEW-14	v#02549847	have care or look after		
SlaT-3108-n7	egeo	v#v-w1109_MPf3_MP	egeo-01	v#01188725			
SlaT-3109-n1	expecto	v#v-w584_MPf3_MP	exspecto-02	v#00720063			
SlaT-3109-n4	proscribo	v#v-w1319_MPf1_MP	proscribo-04	v#02480923			
SlaT-3109-n9	eripio	v#v-w588_MPf11_MP	eripio-04	v#00571596			
SlaT-3109-n11	imminuo	v#v-w1320_MPf1_MP	imminuo-05	v#00262881			
SlaT-3110-n1	conturbo	v#v-w1321_MPf1_MP	conturbo-01	v#00276601			
SlaT-3110-n4	sum	v#v-w2_MPf127_MP	abstract				something like be-member-91, which however does not exist. not location, not straightforward annotation.
SlaT-3110-n13	valeo	v#v-w622_MPf5_MP	ualeo-07	v#02536557			
SlaT-3111-n1	reverto	v#v-w1322_MPf1_MP	reuerto-NEW-01	v#02004874	go or come back to place, condition, or activity where one has been before		
SlaT-3112-n3	restituo	v#v-w855_MPf3_MP	restituo-08	v#02426799			
SlaT-3112-n12	potestas	v#v-w1087_MPf2_MP					
SlaT-3112-n17	nanciscor	v#v-w1323_MPf1_MP	nanciscor-03/nanciscor-04	v#02210855/v#02238085			
SlaT-3112-n18	potestas	v#v-w1087_MPf2_MP					
SlaT-3112-n20	sum	v#v-w2_MPf115_MP	belong-91				
SlaT-3112-n14	coepio	v#v-w575_MPf2_MP	coepio-01	v#00345761			
SlaT-3112-n26	exagito	v#v-w1200_MPf3_MP	exagito-02	v#00851239			
SlaT-3112-n27	criminor	v#v-w1324_MPf1_MP	criminor-01	v#00841580			
3112a9	coepio	v#v-w575_MPf2_MP	coepio-01	v#00345761			
SlaT-3112-n31	incendo	v#v-w762_MPf5_MP	incendo-04/incendo-05	v#01761706/v#02116118			
SlaT-3112-n33	largior	v#v-w955_MPf2_MP	largior-04	v#02263692			
SlaT-3112-n34	pollicitor	v#v-w1325_MPf1_MP	pollicitor-01	v#00884011			
3112a15	coepio	v#v-w575_MPf4_MP	coepio-01	v#00345761			I thought EFF was necessary (in V1 there's ACT, PAT, EFF as obl), but compare with Czech Vallex, both PDT and non-PDT: stá(va)t se has ACT, PAT; example: stal se z chlapce mužem; s. se majitelem krásné ženy. || different than other fio-01
SlaT-3112-n38	fio	v#v-w565_MPf8_MP	fio-01	v#00149583			
SlaT-3113-n1	nitor	v#v-w332_MPf13_MP	nitor-02/nitor-05	v#01146051/v#02407338			
SlaT-3114-n2	certo	v#v-w755_MPf4_MP	certo-06	v#01092366			
SlaT-3114-n4	absolvo	v#v-w1136_MPf4_MP	absoluo-NEW-08	v#00953058	give an account of		
SlaT-3114-n8	agito	v#v-w631_MPf4_MP	agito-06	v#01419473			does not match with same frame elsewhere
SlaT-3114-n17	defendo	v#v-w620_MPf8_MP	defendo-09/defendo-21	v#01128193/v#02733122			
3114a3	agito	v#v-w631_MPf8_MP	agito-06	v#01419473			
SlaT-3114-n22	sum	v#v-w2_MPf104_MP	have-mod-91				
SlaT-3114-n27	simulo	v#v-w850_MPf2_MP	simulo-NEW-01	v#00838043	make believe with the intent to deceive		
SlaT-3114-n30	potentia	v#v-w313_MPf2_MP					
SlaT-3115-n1	sum	v#v-w2_MPf115_MP	belong-91				
SlaT-3115-n9	contentio	v#v-w1302_MPf2_MP	contendo-11	v#01090335			
SlaT-3116-n1	exerceo	v#v-w251_MPf6_MP	exerceo-06	v#01166093			
SlaT-3117-n3	mitto	v#v-w228_MPf35_MP	mitto-18	v#01955127			different frame than other mitto-18
SlaT-3117-n11	imminuo	v#v-w1320_MPf1_MP	imminuo-05	v#00262881			
SlaT-3117-n14	cresco	v#v-w648_MPf3_MP	cresco-03	v#00230746			
SlaT-3117-n15	potentia	v#v-w313_MPf3_MP					
SlaT-3118-n1	teneo	v#v-w172_MPf10_MP	teneo-19	v#02394183			
SlaT-3119-n5	floreo	v#v-w1326_MPf1_MP	floreo-02	v#00293760			
SlaT-3119-n6	ago	v#v-w250_MPf16_MP	ago-26	v#02708420			
SlaT-3119-n9	terreo	v#v-w668_MPf2_MP	terreo-03	v#01780941			
SlaT-3119-n12	tracto	v#v-w745_MPf2_MP	tracto-16	v#02514187			
SlaT-3120-n2	adrigo	v#v-w1328_MPf1_MP	arrigo-07	v#01762528			
SlaT-3120-n3	offero	v#v-w666_MPf2_MP	offero-09	v#01644050			
